Node_Label,ID_,Location,Parent_Foreign_Id,Parent_Foreign_Source,IP_Management,MgmtType_,svc_Forced,cat_,Asset_category,Asset_region,Asset_serialNumber,Asset_assetNumber,Asset_latitude,Asset_longitude,Asset_thresholdCategory,Asset_notifyCategory,Asset_pollerCategory,Asset_displayCategory,Asset_managedObjectType,Asset_managedObjectInstance,Asset_circuitId,Asset_description,MetaData_requisition:serviceId,MetaData_requisition:serviceName,MetaData_requisition:customerId,MetaData_requisition:customerName,Asset_comment,Asset_building,Asset_floor,Asset_room,Asset_rack,Asset_rackunitheight,Asset_slot,Asset_port,Asset_region,Asset_division,Asset_department,Asset_address1,Asset_address2,Asset_city,Asset_state,Asset_zip,Asset_country,Asset_modelnumber,Asset_manufacturer,Asset_vendor,Asset_vendorphone,Asset_vendorfax,Asset_userlastmodified,Asset_lastmodifieddate,Asset_dateinstalled,Asset_lease,Asset_leaseexpires,Asset_supportphone,Asset_maintcontract,Asset_maintcontractexpires,Asset_username,Asset_password,Asset_enable,Asset_autoenable,Asset_connection,Asset_operatingsystem,Asset_cpu,Asset_ram,Asset_storagectrl,Asset_hdd1,Asset_hdd2,Asset_hdd3,Asset_hdd4,Asset_hdd5,Asset_hdd6,Asset_numpowersupplies,Asset_inputpower,Asset_additionalhardware,Asset_admin,Asset_snmpcommunity
ONT_100060680556,ONT_100060680556,Default,SO18BPK1_POLE_10_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D16C,'100060680556,50.92111360,-1.36848600,,,,,,,,ONT in USPRN_100060680556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060680557,ONT_100060680557,Default,SO18BPK1_POLE_10_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D16D,'100060680557,50.92157250,-1.36855100,,,,,,,,ONT in USPRN_100060680557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060680558,ONT_100060680558,Default,SO18BPK1_POLE_10_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D16E,'100060680558,50.92157290,-1.36862210,,,,,,,,ONT in USPRN_100060680558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682721,ONT_100060682721,Default,SO18BPK1_POLE_10_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9E1,'100060682721,50.92498250,-1.37389730,,,,,,,,ONT in USPRN_100060682721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682722,ONT_100060682722,Default,SO18BPK1_POLE_10_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9E2,'100060682722,50.92498210,-1.37382610,,,,,,,,ONT in USPRN_100060682722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682723,ONT_100060682723,Default,SO18BPK1_POLE_10_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9E3,'100060682723,50.92499010,-1.37364110,,,,,,,,ONT in USPRN_100060682723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682724,ONT_100060682724,Default,SO18BPK1_POLE_10_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9E4,'100060682724,50.92500770,-1.37355550,,,,,,,,ONT in USPRN_100060682724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682725,ONT_100060682725,Default,SO18BPK1_POLE_10_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9E5,'100060682725,50.92526290,-1.37401900,,,,,,,,ONT in USPRN_100060682725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682726,ONT_100060682726,Default,SO18BPK1_POLE_10_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9E6,'100060682726,50.92526590,-1.37402370,,,,,,,,ONT in USPRN_100060682726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682727,ONT_100060682727,Default,SO18BPK1_POLE_10_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9E7,'100060682727,50.92504270,-1.37338420,,,,,,,,ONT in USPRN_100060682727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682728,ONT_100060682728,Default,SO18BPK1_POLE_10_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9E8,'100060682728,50.92527950,-1.37393600,,,,,,,,ONT in USPRN_100060682728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682729,ONT_100060682729,Default,SO18BPK1_POLE_10_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9E9,'100060682729,50.92505150,-1.37334140,,,,,,,,ONT in USPRN_100060682729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682730,ONT_100060682730,Default,SO18BPK1_POLE_10_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9EA,'100060682730,50.92534160,-1.37377860,,,,,,,,ONT in USPRN_100060682730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682731,ONT_100060682731,Default,SO18BPK1_POLE_10_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9EB,'100060682731,50.92534130,-1.37372170,,,,,,,,ONT in USPRN_100060682731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682732,ONT_100060682732,Default,SO18BPK1_POLE_10_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9EC,'100060682732,50.92512200,-1.37307020,,,,,,,,ONT in USPRN_100060682732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682733,ONT_100060682733,Default,SO18BPK1_POLE_10_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9ED,'100060682733,50.92537660,-1.37360740,,,,,,,,ONT in USPRN_100060682733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682734,ONT_100060682734,Default,SO18BPK1_POLE_10_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9EE,'100060682734,50.92513060,-1.37299890,,,,,,,,ONT in USPRN_100060682734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682735,ONT_100060682735,Default,SO18BPK1_POLE_10_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9EF,'100060682735,50.92537630,-1.37355050,,,,,,,,ONT in USPRN_100060682735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682736,ONT_100060682736,Default,SO18BPK1_POLE_10_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9F0,'100060682736,50.92516590,-1.37287040,,,,,,,,ONT in USPRN_100060682736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682737,ONT_100060682737,Default,SO18BPK1_POLE_10_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9F1,'100060682737,50.92542080,-1.37345030,,,,,,,,ONT in USPRN_100060682737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682738,ONT_100060682738,Default,SO18BPK1_POLE_10_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9F2,'100060682738,50.92518350,-1.37279900,,,,,,,,ONT in USPRN_100060682738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682739,ONT_100060682739,Default,SO18BPK1_POLE_10_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9F3,'100060682739,50.92534840,-1.37336590,,,,,,,,ONT in USPRN_100060682739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682740,ONT_100060682740,Default,SO18BPK1_POLE_10_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9F4,'100060682740,50.92520050,-1.37262800,,,,,,,,ONT in USPRN_100060682740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682741,ONT_100060682741,Default,SO18BPK1_POLE_10_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9F5,'100060682741,50.92553940,-1.37246650,,,,,,,,ONT in USPRN_100060682741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682742,ONT_100060682742,Default,SO18BPK1_POLE_10_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9F6,'100060682742,50.92525360,-1.37247080,,,,,,,,ONT in USPRN_100060682742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682744,ONT_100060682744,Default,SO18BPK1_POLE_10_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9F8,'100060682744,50.92558770,-1.37233410,,,,,,,,ONT in USPRN_100060682744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682745,ONT_100060682745,Default,SO18BPK1_POLE_11_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9F9,'100060682745,50.92528010,-1.37237080,,,,,,,,ONT in USPRN_100060682745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682746,ONT_100060682746,Default,SO18BPK1_POLE_11_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9FA,'100060682746,50.92558140,-1.37227070,,,,,,,,ONT in USPRN_100060682746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682747,ONT_100060682747,Default,SO18BPK1_POLE_11_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9FB,'100060682747,50.92529750,-1.37227100,,,,,,,,ONT in USPRN_100060682747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682748,ONT_100060682748,Default,SO18BPK1_POLE_11_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9FC,'100060682748,50.92559580,-1.37216230,,,,,,,,ONT in USPRN_100060682748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682749,ONT_100060682749,Default,SO18BPK1_POLE_11_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9FD,'100060682749,50.92530610,-1.37218550,,,,,,,,ONT in USPRN_100060682749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682750,ONT_100060682750,Default,SO18BPK1_POLE_11_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9FE,'100060682750,50.92561030,-1.37210330,,,,,,,,ONT in USPRN_100060682750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682751,ONT_100060682751,Default,SO18BPK1_POLE_11_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14D9FF,'100060682751,50.92519720,-1.37200200,,,,,,,,ONT in USPRN_100060682751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682752,ONT_100060682752,Default,SO18BPK1_POLE_11_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA00,'100060682752,50.92560810,-1.37198570,,,,,,,,ONT in USPRN_100060682752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682753,ONT_100060682753,Default,SO18BPK1_POLE_11_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA01,'100060682753,50.92523240,-1.37185930,,,,,,,,ONT in USPRN_100060682753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682754,ONT_100060682754,Default,SO18BPK1_POLE_11_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA02,'100060682754,50.92561080,-1.37191500,,,,,,,,ONT in USPRN_100060682754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682755,ONT_100060682755,Default,SO18BPK1_POLE_11_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA03,'100060682755,50.92562500,-1.37179480,,,,,,,,ONT in USPRN_100060682755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682756,ONT_100060682756,Default,SO18BPK1_POLE_11_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA04,'100060682756,50.92526730,-1.37167380,,,,,,,,ONT in USPRN_100060682756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682757,ONT_100060682757,Default,SO18BPK1_POLE_11_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA05,'100060682757,50.92562170,-1.37172420,,,,,,,,ONT in USPRN_100060682757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682758,ONT_100060682758,Default,SO18BPK1_POLE_11_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA06,'100060682758,50.92527610,-1.37163100,,,,,,,,ONT in USPRN_100060682758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682759,ONT_100060682759,Default,SO18BPK1_POLE_11_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA07,'100060682759,50.92563000,-1.37161600,,,,,,,,ONT in USPRN_100060682759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682760,ONT_100060682760,Default,SO18BPK1_POLE_11_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA08,'100060682760,50.92527530,-1.37147450,,,,,,,,ONT in USPRN_100060682760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682761,ONT_100060682761,Default,SO18BPK1_POLE_11_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA09,'100060682761,50.92562810,-1.37154540,,,,,,,,ONT in USPRN_100060682761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682762,ONT_100060682762,Default,SO18BPK1_POLE_11_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA0A,'100060682762,50.92528370,-1.37137480,,,,,,,,ONT in USPRN_100060682762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682763,ONT_100060682763,Default,SO18BPK1_POLE_11_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA0B,'100060682763,50.92563350,-1.37143940,,,,,,,,ONT in USPRN_100060682763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682764,ONT_100060682764,Default,SO18BPK1_POLE_11_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA0C,'100060682764,50.92530120,-1.37128920,,,,,,,,ONT in USPRN_100060682764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682765,ONT_100060682765,Default,SO18BPK1_POLE_11_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA0D,'100060682765,50.92563760,-1.37137110,,,,,,,,ONT in USPRN_100060682765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682766,ONT_100060682766,Default,SO18BPK1_POLE_11_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA0E,'100060682766,50.92530060,-1.37116110,,,,,,,,ONT in USPRN_100060682766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682767,ONT_100060682767,Default,SO18BPK1_POLE_11_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA0F,'100060682767,50.92564590,-1.37127460,,,,,,,,ONT in USPRN_100060682767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682768,ONT_100060682768,Default,SO18BPK1_POLE_11_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA10,'100060682768,50.92529990,-1.37104730,,,,,,,,ONT in USPRN_100060682768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060682769,ONT_100060682769,Default,SO18BPK1_POLE_11_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14DA11,'100060682769,50.92529960,-1.37097620,,,,,,,,ONT in USPRN_100060682769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685331,ONT_100060685331,Default,SO18BPK1_POLE_11_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E413,'100060685331,50.92226540,-1.37364920,,,,,,,,ONT in USPRN_100060685331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685332,ONT_100060685332,Default,SO18BPK1_POLE_11_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E414,'100060685332,50.92216890,-1.37410580,,,,,,,,ONT in USPRN_100060685332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685333,ONT_100060685333,Default,SO18BPK1_POLE_11_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E415,'100060685333,50.92216640,-1.37363640,,,,,,,,ONT in USPRN_100060685333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685334,ONT_100060685334,Default,SO18BPK1_POLE_11_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E416,'100060685334,50.92213300,-1.37410630,,,,,,,,ONT in USPRN_100060685334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685335,ONT_100060685335,Default,SO18BPK1_POLE_11_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E417,'100060685335,50.92203140,-1.37362390,,,,,,,,ONT in USPRN_100060685335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685336,ONT_100060685336,Default,SO18BPK1_POLE_11_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E418,'100060685336,50.92203400,-1.37410760,,,,,,,,ONT in USPRN_100060685336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685337,ONT_100060685337,Default,SO18BPK1_POLE_11_SPL16_1,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E419,'100060685337,50.92200450,-1.37362430,,,,,,,,ONT in USPRN_100060685337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685338,ONT_100060685338,Default,SO18BPK1_POLE_12_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E41A,'100060685338,50.92198920,-1.37412250,,,,,,,,ONT in USPRN_100060685338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685339,ONT_100060685339,Default,SO18BPK1_POLE_12_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E41B,'100060685339,50.92189690,-1.37369690,,,,,,,,ONT in USPRN_100060685339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685340,ONT_100060685340,Default,SO18BPK1_POLE_12_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E41C,'100060685340,50.92189940,-1.37415210,,,,,,,,ONT in USPRN_100060685340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685341,ONT_100060685341,Default,SO18BPK1_POLE_12_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E41D,'100060685341,50.92182500,-1.37369780,,,,,,,,ONT in USPRN_100060685341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685342,ONT_100060685342,Default,SO18BPK1_POLE_12_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E41E,'100060685342,50.92183650,-1.37416720,,,,,,,,ONT in USPRN_100060685342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685343,ONT_100060685343,Default,SO18BPK1_POLE_12_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E41F,'100060685343,50.92172640,-1.37375610,,,,,,,,ONT in USPRN_100060685343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685344,ONT_100060685344,Default,SO18BPK1_POLE_12_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E420,'100060685344,50.92176470,-1.37418240,,,,,,,,ONT in USPRN_100060685344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685345,ONT_100060685345,Default,SO18BPK1_POLE_12_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E421,'100060685345,50.92169060,-1.37378500,,,,,,,,ONT in USPRN_100060685345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685346,ONT_100060685346,Default,SO18BPK1_POLE_12_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E422,'100060685346,50.92160090,-1.37382890,,,,,,,,ONT in USPRN_100060685346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685347,ONT_100060685347,Default,SO18BPK1_POLE_12_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E423,'100060685347,50.92133410,-1.37438730,,,,,,,,ONT in USPRN_100060685347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685348,ONT_100060685348,Default,SO18BPK1_POLE_12_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E424,'100060685348,50.92125050,-1.37389050,,,,,,,,ONT in USPRN_100060685348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685349,ONT_100060685349,Default,SO18BPK1_POLE_12_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E425,'100060685349,50.92101960,-1.37442000,,,,,,,,ONT in USPRN_100060685349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685350,ONT_100060685350,Default,SO18BPK1_POLE_12_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E426,'100060685350,50.92101960,-1.37442000,,,,,,,,ONT in USPRN_100060685350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685351,ONT_100060685351,Default,SO18BPK1_POLE_12_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E427,'100060685351,50.92100800,-1.37393640,,,,,,,,ONT in USPRN_100060685351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685411,ONT_100060685411,Default,SO18BPK1_POLE_12_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E463,'100060685411,50.92246270,-1.37354700,,,,,,,,ONT in USPRN_100060685411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_100060685412,ONT_100060685412,Default,SO18BPK1_POLE_12_SPL16_0,testGponRequisition1,254.0.0.1,N,,ONT,,SOTN001,ALCLF174C14E464,'100060685412,50.92249860,-1.37354650,,,,,,,,ONT in USPRN_100060685412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
