Node_Label,ID_,Location,Parent_Foreign_Id,Parent_Foreign_Source,IP_Management,MgmtType_,svc_Forced,cat_,Asset_category,Asset_region,Asset_serialNumber,Asset_assetNumber,Asset_latitude,Asset_longitude,Asset_thresholdCategory,Asset_notifyCategory,Asset_pollerCategory,Asset_displayCategory,Asset_managedObjectType,Asset_managedObjectInstance,Asset_circuitId,Asset_description,MetaData_requisition:serviceId,MetaData_requisition:serviceName,MetaData_requisition:customerId,MetaData_requisition:customerName
ONT_100060687813,ONT_100060687813,Default,,,254.0.0.1,N,,ONT,,,,,50.9281997,-1.3684753,,,,,,,,,,,,
ONT_100060687814,ONT_100060687814,Default,,,254.0.0.1,N,,ONT,,,,,50.9282723,-1.3685881,,,,,,,,,,,,
ONT_100060687815,ONT_100060687815,Default,,,254.0.0.1,N,,ONT,,,,,50.9282818,-1.3686876,,,,,,,,,,,,
ONT_100060687816,ONT_100060687816,Default,,,254.0.0.1,N,,ONT,,,,,50.9283091,-1.3687442,,,,,,,,,,,,
ONT_100060687817,ONT_100060687817,Default,,,254.0.0.1,N,,ONT,,,,,50.9283278,-1.368872,,,,,,,,,,,,
ONT_100060687818,ONT_100060687818,Default,,,254.0.0.1,N,,ONT,,,,,50.9283372,-1.3689572,,,,,,,,,,,,
ONT_100060687819,ONT_100060687819,Default,,,254.0.0.1,N,,ONT,,,,,50.9283648,-1.3690707,,,,,,,,,,,,
ONT_100060687820,ONT_100060687820,Default,,,254.0.0.1,N,,ONT,,,,,50.9283743,-1.3691559,,,,,,,,,,,,
ONT_100060687821,ONT_100060687821,Default,,,254.0.0.1,N,,ONT,,,,,50.9283839,-1.3692696,,,,,,,,,,,,
ONT_100060687822,ONT_100060687822,Default,,,254.0.0.1,N,,ONT,,,,,50.9283934,-1.3693691,,,,,,,,,,,,
ONT_100060687823,ONT_100060687823,Default,,,254.0.0.1,N,,ONT,,,,,50.9283939,-1.3694687,,,,,,,,,,,,
ONT_100060687824,ONT_100060687824,Default,,,254.0.0.1,N,,ONT,,,,,50.9284035,-1.3695824,,,,,,,,,,,,
ONT_100060687825,ONT_100060687825,Default,,,254.0.0.1,N,,ONT,,,,,50.9284221,-1.3696818,,,,,,,,,,,,
ONT_100060687826,ONT_100060687826,Default,,,254.0.0.1,N,,ONT,,,,,50.9284406,-1.3697954,,,,,,,,,,,,
ONT_100060687827,ONT_100060687827,Default,,,254.0.0.1,N,,ONT,,,,,50.9284411,-1.3698807,,,,,,,,,,,,
ONT_100060687828,ONT_100060687828,Default,,,254.0.0.1,N,,ONT,,,,,50.9284689,-1.3700226,,,,,,,,,,,,
ONT_100060687829,ONT_100060687829,Default,,,254.0.0.1,N,,ONT,,,,,50.9284873,-1.3701078,,,,,,,,,,,,
ONT_100060687830,ONT_100060687830,Default,,,254.0.0.1,N,,ONT,,,,,50.9284968,-1.3702073,,,,,,,,,,,,
ONT_100060687831,ONT_100060687831,Default,,,254.0.0.1,N,,ONT,,,,,50.9284974,-1.3703211,,,,,,,,,,,,
ONT_100060687832,ONT_100060687832,Default,,,254.0.0.1,N,,ONT,,,,,50.9285069,-1.3704063,,,,,,,,,,,,
ONT_100060687833,ONT_100060687833,Default,,,254.0.0.1,N,,ONT,,,,,50.9285074,-1.3705059,,,,,,,,,,,,
ONT_100060687834,ONT_100060687834,Default,,,254.0.0.1,N,,ONT,,,,,50.9285259,-1.3705911,,,,,,,,,,,,
ONT_100060690850,ONT_100060690850,Default,,,254.0.0.1,N,,ONT,,,,,50.9217655,-1.37266,,,,,,,,,,,,
ONT_100060690851,ONT_100060690851,Default,,,254.0.0.1,N,,ONT,,,,,50.9216913,-1.3722342,,,,,,,,,,,,
ONT_100060690852,ONT_100060690852,Default,,,254.0.0.1,N,,ONT,,,,,50.921631,-1.372733,,,,,,,,,,,,
ONT_100060690853,ONT_100060690853,Default,,,254.0.0.1,N,,ONT,,,,,50.9215834,-1.3722499,,,,,,,,,,,,
ONT_100060690855,ONT_100060690855,Default,,,254.0.0.1,N,,ONT,,,,,50.9214691,-1.3727209,,,,,,,,,,,,
ONT_100060690857,ONT_100060690857,Default,,,254.0.0.1,N,,ONT,,,,,50.9214489,-1.3723086,,,,,,,,,,,,
ONT_100060690860,ONT_100060690860,Default,,,254.0.0.1,N,,ONT,,,,,50.9213499,-1.3722957,,,,,,,,,,,,
ONT_100060690862,ONT_100060690862,Default,,,254.0.0.1,N,,ONT,,,,,50.921191,-1.3728527,,,,,,,,,,,,
ONT_100060690864,ONT_100060690864,Default,,,254.0.0.1,N,,ONT,,,,,50.9212152,-1.3723402,,,,,,,,,,,,
ONT_100060690865,ONT_100060690865,Default,,,254.0.0.1,N,,ONT,,,,,50.9212152,-1.3723402,,,,,,,,,,,,
ONT_100060690869,ONT_100060690869,Default,,,254.0.0.1,N,,ONT,,,,,50.9211521,-1.3723126,,,,,,,,,,,,
ONT_100060690873,ONT_100060690873,Default,,,254.0.0.1,N,,ONT,,,,,50.9210442,-1.3722998,,,,,,,,,,,,
ONT_100060690910,ONT_100060690910,Default,,,254.0.0.1,N,,ONT,,,,,50.924083,-1.3755314,,,,,,,,,,,,
ONT_100060690911,ONT_100060690911,Default,,,254.0.0.1,N,,ONT,,,,,50.9240379,-1.3754893,,,,,,,,,,,,
ONT_100060690912,ONT_100060690912,Default,,,254.0.0.1,N,,ONT,,,,,50.9240276,-1.3752618,,,,,,,,,,,,
ONT_100060690913,ONT_100060690913,Default,,,254.0.0.1,N,,ONT,,,,,50.9229844,-1.3735827,,,,,,,,,,,,
ONT_100060690914,ONT_100060690914,Default,,,254.0.0.1,N,,ONT,,,,,50.9229653,-1.3733695,,,,,,,,,,,,
ONT_100060690915,ONT_100060690915,Default,,,254.0.0.1,N,,ONT,,,,,50.9229295,-1.3733985,,,,,,,,,,,,
ONT_100060690916,ONT_100060690916,Default,,,254.0.0.1,N,,ONT,,,,,50.9227574,-1.3731731,,,,,,,,,,,,
ONT_100060690917,ONT_100060690917,Default,,,254.0.0.1,N,,ONT,,,,,50.9222267,-1.3731376,,,,,,,,,,,,
ONT_100060690918,ONT_100060690918,Default,,,254.0.0.1,N,,ONT,,,,,50.922181,-1.3730101,,,,,,,,,,,,
ONT_100060690919,ONT_100060690919,Default,,,254.0.0.1,N,,ONT,,,,,50.9221896,-1.3729247,,,,,,,,,,,,
ONT_100060690920,ONT_100060690920,Default,,,254.0.0.1,N,,ONT,,,,,50.9221171,-1.372826,,,,,,,,,,,,
ONT_100060690921,ONT_100060690921,Default,,,254.0.0.1,N,,ONT,,,,,50.9224468,-1.3722667,,,,,,,,,,,,
ONT_100060690922,ONT_100060690922,Default,,,254.0.0.1,N,,ONT,,,,,50.9221166,-1.3727407,,,,,,,,,,,,
ONT_100060690923,ONT_100060690923,Default,,,254.0.0.1,N,,ONT,,,,,50.9224011,-1.3721251,,,,,,,,,,,,
ONT_100060690924,ONT_100060690924,Default,,,254.0.0.1,N,,ONT,,,,,50.9220438,-1.3725775,,,,,,,,,,,,
ONT_100060690925,ONT_100060690925,Default,,,254.0.0.1,N,,ONT,,,,,50.9223102,-1.3719413,,,,,,,,,,,,
ONT_100060690926,ONT_100060690926,Default,,,254.0.0.1,N,,ONT,,,,,50.9222008,-1.3716583,,,,,,,,,,,,
ONT_100060690927,ONT_100060690927,Default,,,254.0.0.1,N,,ONT,,,,,50.9219251,-1.3722311,,,,,,,,,,,,
ONT_100060690928,ONT_100060690928,Default,,,254.0.0.1,N,,ONT,,,,,50.9218156,-1.3719338,,,,,,,,,,,,
ONT_100060690929,ONT_100060690929,Default,,,254.0.0.1,N,,ONT,,,,,50.9218156,-1.3719338,,,,,,,,,,,,
ONT_100060690930,ONT_100060690930,Default,,,254.0.0.1,N,,ONT,,,,,50.9217513,-1.3716928,,,,,,,,,,,,
ONT_100060690931,ONT_100060690931,Default,,,254.0.0.1,N,,ONT,,,,,50.9211732,-1.3712026,,,,,,,,,,,,
ONT_100060690932,ONT_100060690932,Default,,,254.0.0.1,N,,ONT,,,,,50.921243,-1.3708033,,,,,,,,,,,,
ONT_100060690933,ONT_100060690933,Default,,,254.0.0.1,N,,ONT,,,,,50.9212509,-1.370604,,,,,,,,,,,,
ONT_100060690934,ONT_100060690934,Default,,,254.0.0.1,N,,ONT,,,,,50.921073,-1.3699834,,,,,,,,,,,,
ONT_100060690935,ONT_100060690935,Default,,,254.0.0.1,N,,ONT,,,,,50.9209946,-1.3697681,,,,,,,,,,,,
ONT_100060690936,ONT_100060690936,Default,,,254.0.0.1,N,,ONT,,,,,50.9209668,-1.369612,,,,,,,,,,,,
ONT_100060690953,ONT_100060690953,Default,,,254.0.0.1,N,,ONT,,,,,50.922638,-1.3727052,,,,,,,,,,,,
ONT_100060690954,ONT_100060690954,Default,,,254.0.0.1,N,,ONT,,,,,50.922638,-1.3727052,,,,,,,,,,,,
ONT_100060690955,ONT_100060690955,Default,,,254.0.0.1,N,,ONT,,,,,50.922638,-1.3727052,,,,,,,,,,,,
ONT_100060690956,ONT_100060690956,Default,,,254.0.0.1,N,,ONT,,,,,50.922638,-1.3727052,,,,,,,,,,,,
ONT_100060690957,ONT_100060690957,Default,,,254.0.0.1,N,,ONT,,,,,50.9225287,-1.3724506,,,,,,,,,,,,
ONT_100060690999,ONT_100060690999,Default,,,254.0.0.1,N,,ONT,,,,,50.9243536,-1.3740053,,,,,,,,,,,,
ONT_100060691000,ONT_100060691000,Default,,,254.0.0.1,N,,ONT,,,,,50.9246503,-1.3739871,,,,,,,,,,,,
ONT_100060691001,ONT_100060691001,Default,,,254.0.0.1,N,,ONT,,,,,50.9243531,-1.37392,,,,,,,,,,,,
ONT_100060691002,ONT_100060691002,Default,,,254.0.0.1,N,,ONT,,,,,50.9246498,-1.3739018,,,,,,,,,,,,
ONT_100060691003,ONT_100060691003,Default,,,254.0.0.1,N,,ONT,,,,,50.9243704,-1.3737917,,,,,,,,,,,,
ONT_100060691004,ONT_100060691004,Default,,,254.0.0.1,N,,ONT,,,,,50.9246672,-1.3738019,,,,,,,,,,,,
ONT_100060691005,ONT_100060691005,Default,,,254.0.0.1,N,,ONT,,,,,50.9243791,-1.3737347,,,,,,,,,,,,
ONT_100060691006,ONT_100060691006,Default,,,254.0.0.1,N,,ONT,,,,,50.9246847,-1.3737021,,,,,,,,,,,,
ONT_100060691007,ONT_100060691007,Default,,,254.0.0.1,N,,ONT,,,,,50.9243965,-1.3736206,,,,,,,,,,,,
ONT_100060691008,ONT_100060691008,Default,,,254.0.0.1,N,,ONT,,,,,50.9247111,-1.3735879,,,,,,,,,,,,
ONT_100060691009,ONT_100060691009,Default,,,254.0.0.1,N,,ONT,,,,,50.924414,-1.373535,,,,,,,,,,,,
ONT_100060691010,ONT_100060691010,Default,,,254.0.0.1,N,,ONT,,,,,50.9247197,-1.3735167,,,,,,,,,,,,
ONT_100060691011,ONT_100060691011,Default,,,254.0.0.1,N,,ONT,,,,,50.9244404,-1.3734208,,,,,,,,,,,,
ONT_100060691012,ONT_100060691012,Default,,,254.0.0.1,N,,ONT,,,,,50.924746,-1.3733882,,,,,,,,,,,,
ONT_100060691013,ONT_100060691013,Default,,,254.0.0.1,N,,ONT,,,,,50.924449,-1.3733496,,,,,,,,,,,,
ONT_100060691014,ONT_100060691014,Default,,,254.0.0.1,N,,ONT,,,,,50.9247635,-1.3733026,,,,,,,,,,,,
ONT_100060691015,ONT_100060691015,Default,,,254.0.0.1,N,,ONT,,,,,50.924484,-1.3731641,,,,,,,,,,,,
ONT_100060691016,ONT_100060691016,Default,,,254.0.0.1,N,,ONT,,,,,50.92479,-1.3732169,,,,,,,,,,,,
ONT_100060691017,ONT_100060691017,Default,,,254.0.0.1,N,,ONT,,,,,50.9244927,-1.3731071,,,,,,,,,,,,
ONT_100060691018,ONT_100060691018,Default,,,254.0.0.1,N,,ONT,,,,,50.9247985,-1.3731172,,,,,,,,,,,,
ONT_100060691710,ONT_100060691710,Default,,,254.0.0.1,N,,ONT,,,,,50.9324081,-1.3701116,,,,,,,,,,,,
ONT_100060691711,ONT_100060691711,Default,,,254.0.0.1,N,,ONT,,,,,50.932345,-1.3700698,,,,,,,,,,,,
ONT_100060691712,ONT_100060691712,Default,,,254.0.0.1,N,,ONT,,,,,50.9322726,-1.3699996,,,,,,,,,,,,
ONT_100060691713,ONT_100060691713,Default,,,254.0.0.1,N,,ONT,,,,,50.9322364,-1.3699574,,,,,,,,,,,,
ONT_100060691714,ONT_100060691714,Default,,,254.0.0.1,N,,ONT,,,,,50.9321821,-1.369887,,,,,,,,,,,,
ONT_100060691715,ONT_100060691715,Default,,,254.0.0.1,N,,ONT,,,,,50.9321369,-1.3698449,,,,,,,,,,,,
ONT_100060691716,ONT_100060691716,Default,,,254.0.0.1,N,,ONT,,,,,50.9320826,-1.3697887,,,,,,,,,,,,
ONT_100060691717,ONT_100060691717,Default,,,254.0.0.1,N,,ONT,,,,,50.9320374,-1.3697324,,,,,,,,,,,,
ONT_100060691718,ONT_100060691718,Default,,,254.0.0.1,N,,ONT,,,,,50.9319742,-1.3696906,,,,,,,,,,,,
ONT_100060691719,ONT_100060691719,Default,,,254.0.0.1,N,,ONT,,,,,50.9319469,-1.369634,,,,,,,,,,,,
ONT_100060691720,ONT_100060691720,Default,,,254.0.0.1,N,,ONT,,,,,50.9318747,-1.3695781,,,,,,,,,,,,
ONT_100060691721,ONT_100060691721,Default,,,254.0.0.1,N,,ONT,,,,,50.9318474,-1.3695215,,,,,,,,,,,,
ONT_100060691722,ONT_100060691722,Default,,,254.0.0.1,N,,ONT,,,,,50.9317751,-1.3694513,,,,,,,,,,,,
ONT_100060691723,ONT_100060691723,Default,,,254.0.0.1,N,,ONT,,,,,50.9317389,-1.3694091,,,,,,,,,,,,
ONT_100060691724,ONT_100060691724,Default,,,254.0.0.1,N,,ONT,,,,,50.9316756,-1.3693531,,,,,,,,,,,,
ONT_100060691725,ONT_100060691725,Default,,,254.0.0.1,N,,ONT,,,,,50.9316304,-1.3692968,,,,,,,,,,,,
ONT_100060691726,ONT_100060691726,Default,,,254.0.0.1,N,,ONT,,,,,50.9315579,-1.3691981,,,,,,,,,,,,
ONT_100060691727,ONT_100060691727,Default,,,254.0.0.1,N,,ONT,,,,,50.9315216,-1.3691417,,,,,,,,,,,,
ONT_100060691728,ONT_100060691728,Default,,,254.0.0.1,N,,ONT,,,,,50.9314401,-1.369029,,,,,,,,,,,,
ONT_100060691729,ONT_100060691729,Default,,,254.0.0.1,N,,ONT,,,,,50.9313857,-1.3689585,,,,,,,,,,,,
ONT_100060691730,ONT_100060691730,Default,,,254.0.0.1,N,,ONT,,,,,50.9313045,-1.3689027,,,,,,,,,,,,
ONT_100060691731,ONT_100060691731,Default,,,254.0.0.1,N,,ONT,,,,,50.9312051,-1.3688187,,,,,,,,,,,,
ONT_100060691732,ONT_100060691732,Default,,,254.0.0.1,N,,ONT,,,,,50.9311328,-1.3687485,,,,,,,,,,,,
ONT_100060691733,ONT_100060691733,Default,,,254.0.0.1,N,,ONT,,,,,50.9311056,-1.3687062,,,,,,,,,,,,
ONT_100060691734,ONT_100060691734,Default,,,254.0.0.1,N,,ONT,,,,,50.9310334,-1.3686503,,,,,,,,,,,,
ONT_100060691735,ONT_100060691735,Default,,,254.0.0.1,N,,ONT,,,,,50.9310151,-1.3685936,,,,,,,,,,,,
ONT_100060691736,ONT_100060691736,Default,,,254.0.0.1,N,,ONT,,,,,50.9309156,-1.3684953,,,,,,,,,,,,
ONT_100060691737,ONT_100060691737,Default,,,254.0.0.1,N,,ONT,,,,,50.9309518,-1.3685375,,,,,,,,,,,,
ONT_100060695241,ONT_100060695241,Default,,,254.0.0.1,N,,ONT,,,,,50.9271284,-1.3699127,,,,,,,,,,,,
ONT_100060695242,ONT_100060695242,Default,,,254.0.0.1,N,,ONT,,,,,50.9271284,-1.3699127,,,,,,,,,,,,
ONT_100060695243,ONT_100060695243,Default,,,254.0.0.1,N,,ONT,,,,,50.92711,-1.3698418,,,,,,,,,,,,
ONT_100060695244,ONT_100060695244,Default,,,254.0.0.1,N,,ONT,,,,,50.9270918,-1.3697994,,,,,,,,,,,,
ONT_100060695245,ONT_100060695245,Default,,,254.0.0.1,N,,ONT,,,,,50.9270914,-1.3697283,,,,,,,,,,,,
ONT_100060695246,ONT_100060695246,Default,,,254.0.0.1,N,,ONT,,,,,50.9270822,-1.3696857,,,,,,,,,,,,
ONT_100060695247,ONT_100060695247,Default,,,254.0.0.1,N,,ONT,,,,,50.9268209,-1.3695896,,,,,,,,,,,,
ONT_100060695248,ONT_100060695248,Default,,,254.0.0.1,N,,ONT,,,,,50.9267849,-1.3695901,,,,,,,,,,,,
ONT_100060695249,ONT_100060695249,Default,,,254.0.0.1,N,,ONT,,,,,50.9267578,-1.3695763,,,,,,,,,,,,
ONT_100060695250,ONT_100060695250,Default,,,254.0.0.1,N,,ONT,,,,,50.9267219,-1.3695767,,,,,,,,,,,,
ONT_100060695251,ONT_100060695251,Default,,,254.0.0.1,N,,ONT,,,,,50.9266591,-1.3696061,,,,,,,,,,,,
ONT_100060695252,ONT_100060695252,Default,,,254.0.0.1,N,,ONT,,,,,50.9266321,-1.3696064,,,,,,,,,,,,
ONT_100060695253,ONT_100060695253,Default,,,254.0.0.1,N,,ONT,,,,,50.9265961,-1.3696069,,,,,,,,,,,,
ONT_100060695254,ONT_100060695254,Default,,,254.0.0.1,N,,ONT,,,,,50.9265602,-1.3696074,,,,,,,,,,,,
ONT_100060695255,ONT_100060695255,Default,,,254.0.0.1,N,,ONT,,,,,50.9265333,-1.3696362,,,,,,,,,,,,
ONT_100060695256,ONT_100060695256,Default,,,254.0.0.1,N,,ONT,,,,,50.9264884,-1.3696368,,,,,,,,,,,,
ONT_100060695257,ONT_100060695257,Default,,,254.0.0.1,N,,ONT,,,,,50.9264614,-1.3696372,,,,,,,,,,,,
ONT_100060695258,ONT_100060695258,Default,,,254.0.0.1,N,,ONT,,,,,50.9264345,-1.3696518,,,,,,,,,,,,
ONT_100060695259,ONT_100060695259,Default,,,254.0.0.1,N,,ONT,,,,,50.9262107,-1.3698398,,,,,,,,,,,,
ONT_100060695260,ONT_100060695260,Default,,,254.0.0.1,N,,ONT,,,,,50.9262109,-1.3698682,,,,,,,,,,,,
ONT_100060695261,ONT_100060695261,Default,,,254.0.0.1,N,,ONT,,,,,50.9262112,-1.3699252,,,,,,,,,,,,
ONT_100060695262,ONT_100060695262,Default,,,254.0.0.1,N,,ONT,,,,,50.9254392,-1.3701917,,,,,,,,,,,,
ONT_100060695263,ONT_100060695263,Default,,,254.0.0.1,N,,ONT,,,,,50.9253944,-1.3702208,,,,,,,,,,,,
ONT_100060695264,ONT_100060695264,Default,,,254.0.0.1,N,,ONT,,,,,50.9254061,-1.3707186,,,,,,,,,,,,
ONT_100060695265,ONT_100060695265,Default,,,254.0.0.1,N,,ONT,,,,,50.9253315,-1.3702216,,,,,,,,,,,,
ONT_100060695266,ONT_100060695266,Default,,,254.0.0.1,N,,ONT,,,,,50.9253521,-1.3707051,,,,,,,,,,,,
ONT_100060695267,ONT_100060695267,Default,,,254.0.0.1,N,,ONT,,,,,50.9252236,-1.3702231,,,,,,,,,,,,
ONT_100060695268,ONT_100060695268,Default,,,254.0.0.1,N,,ONT,,,,,50.9252532,-1.3707065,,,,,,,,,,,,
ONT_100060695269,ONT_100060695269,Default,,,254.0.0.1,N,,ONT,,,,,50.9251606,-1.370224,,,,,,,,,,,,
ONT_100060695270,ONT_100060695270,Default,,,254.0.0.1,N,,ONT,,,,,50.9251901,-1.3706931,,,,,,,,,,,,
ONT_100060695271,ONT_100060695271,Default,,,254.0.0.1,N,,ONT,,,,,50.9249753,-1.369202,,,,,,,,,,,,
ONT_100060695272,ONT_100060695272,Default,,,254.0.0.1,N,,ONT,,,,,50.9251002,-1.3706943,,,,,,,,,,,,
ONT_100060695273,ONT_100060695273,Default,,,254.0.0.1,N,,ONT,,,,,50.9248594,-1.3693886,,,,,,,,,,,,
ONT_100060695274,ONT_100060695274,Default,,,254.0.0.1,N,,ONT,,,,,50.9250462,-1.3706808,,,,,,,,,,,,
ONT_100060695275,ONT_100060695275,Default,,,254.0.0.1,N,,ONT,,,,,50.9249654,-1.3707104,,,,,,,,,,,,
ONT_100060695276,ONT_100060695276,Default,,,254.0.0.1,N,,ONT,,,,,50.9250168,-1.3702259,,,,,,,,,,,,
ONT_100060695277,ONT_100060695277,Default,,,254.0.0.1,N,,ONT,,,,,50.9249808,-1.3702264,,,,,,,,,,,,
ONT_100060695278,ONT_100060695278,Default,,,254.0.0.1,N,,ONT,,,,,50.9247479,-1.3707244,,,,,,,,,,,,
ONT_100060695279,ONT_100060695279,Default,,,254.0.0.1,N,,ONT,,,,,50.9249088,-1.3702131,,,,,,,,,,,,
ONT_100060695280,ONT_100060695280,Default,,,254.0.0.1,N,,ONT,,,,,50.9246719,-1.3707112,,,,,,,,,,,,
ONT_100060695281,ONT_100060695281,Default,,,254.0.0.1,N,,ONT,,,,,50.9248638,-1.3702137,,,,,,,,,,,,
ONT_100060695282,ONT_100060695282,Default,,,254.0.0.1,N,,ONT,,,,,50.9246211,-1.3706649,,,,,,,,,,,,
ONT_100060695283,ONT_100060695283,Default,,,254.0.0.1,N,,ONT,,,,,50.9247466,-1.3701584,,,,,,,,,,,,
ONT_100060695284,ONT_100060695284,Default,,,254.0.0.1,N,,ONT,,,,,50.9245677,-1.370682,,,,,,,,,,,,
ONT_100060695285,ONT_100060695285,Default,,,254.0.0.1,N,,ONT,,,,,50.9245154,-1.3706358,,,,,,,,,,,,
ONT_100060695286,ONT_100060695286,Default,,,254.0.0.1,N,,ONT,,,,,50.924456,-1.3706719,,,,,,,,,,,,
ONT_100060695287,ONT_100060695287,Default,,,254.0.0.1,N,,ONT,,,,,50.9243978,-1.3706302,,,,,,,,,,,,
ONT_100060695288,ONT_100060695288,Default,,,254.0.0.1,N,,ONT,,,,,50.9256669,-1.3707293,,,,,,,,,,,,
ONT_100060695289,ONT_100060695289,Default,,,254.0.0.1,N,,ONT,,,,,50.925721,-1.3707428,,,,,,,,,,,,
ONT_100060695290,ONT_100060695290,Default,,,254.0.0.1,N,,ONT,,,,,50.925802,-1.3707702,,,,,,,,,,,,
ONT_100060695291,ONT_100060695291,Default,,,254.0.0.1,N,,ONT,,,,,50.9258651,-1.3707836,,,,,,,,,,,,
ONT_100060695292,ONT_100060695292,Default,,,254.0.0.1,N,,ONT,,,,,50.9258651,-1.3707836,,,,,,,,,,,,
ONT_100060695293,ONT_100060695293,Default,,,254.0.0.1,N,,ONT,,,,,50.9256819,-1.3701742,,,,,,,,,,,,
ONT_100060695294,ONT_100060695294,Default,,,254.0.0.1,N,,ONT,,,,,50.925919,-1.3707828,,,,,,,,,,,,
ONT_100060695295,ONT_100060695295,Default,,,254.0.0.1,N,,ONT,,,,,50.925919,-1.3707828,,,,,,,,,,,,
ONT_100060695296,ONT_100060695296,Default,,,254.0.0.1,N,,ONT,,,,,50.9257632,-1.37023,,,,,,,,,,,,
ONT_100060695297,ONT_100060695297,Default,,,254.0.0.1,N,,ONT,,,,,50.9260089,-1.3707816,,,,,,,,,,,,
ONT_100060695298,ONT_100060695298,Default,,,254.0.0.1,N,,ONT,,,,,50.9258351,-1.3702291,,,,,,,,,,,,
ONT_100060695299,ONT_100060695299,Default,,,254.0.0.1,N,,ONT,,,,,50.9260449,-1.3707811,,,,,,,,,,,,
ONT_100060695300,ONT_100060695300,Default,,,254.0.0.1,N,,ONT,,,,,50.9259252,-1.3702563,,,,,,,,,,,,
ONT_100060695301,ONT_100060695301,Default,,,254.0.0.1,N,,ONT,,,,,50.926135,-1.3708084,,,,,,,,,,,,
ONT_100060695302,ONT_100060695302,Default,,,254.0.0.1,N,,ONT,,,,,50.9259702,-1.3702699,,,,,,,,,,,,
ONT_100060695303,ONT_100060695303,Default,,,254.0.0.1,N,,ONT,,,,,50.9261889,-1.3708076,,,,,,,,,,,,
ONT_100060695304,ONT_100060695304,Default,,,254.0.0.1,N,,ONT,,,,,50.9260512,-1.370283,,,,,,,,,,,,
ONT_100060695305,ONT_100060695305,Default,,,254.0.0.1,N,,ONT,,,,,50.9260962,-1.3702824,,,,,,,,,,,,
ONT_100060695306,ONT_100060695306,Default,,,254.0.0.1,N,,ONT,,,,,50.9261952,-1.3702953,,,,,,,,,,,,
ONT_100060695307,ONT_100060695307,Default,,,254.0.0.1,N,,ONT,,,,,50.9265128,-1.3708317,,,,,,,,,,,,
ONT_100060695308,ONT_100060695308,Default,,,254.0.0.1,N,,ONT,,,,,50.9262491,-1.3702946,,,,,,,,,,,,
ONT_100060695309,ONT_100060695309,Default,,,254.0.0.1,N,,ONT,,,,,50.9266209,-1.3708729,,,,,,,,,,,,
ONT_100060695310,ONT_100060695310,Default,,,254.0.0.1,N,,ONT,,,,,50.926348,-1.3702933,,,,,,,,,,,,
ONT_100060695311,ONT_100060695311,Default,,,254.0.0.1,N,,ONT,,,,,50.9266479,-1.3708726,,,,,,,,,,,,
ONT_100060695312,ONT_100060695312,Default,,,254.0.0.1,N,,ONT,,,,,50.9267288,-1.3708715,,,,,,,,,,,,
ONT_100060695313,ONT_100060695313,Default,,,254.0.0.1,N,,ONT,,,,,50.9265367,-1.3702622,,,,,,,,,,,,
ONT_100060695314,ONT_100060695314,Default,,,254.0.0.1,N,,ONT,,,,,50.9267559,-1.3708853,,,,,,,,,,,,
ONT_100060695315,ONT_100060695315,Default,,,254.0.0.1,N,,ONT,,,,,50.9266269,-1.3703179,,,,,,,,,,,,
ONT_100060695316,ONT_100060695316,Default,,,254.0.0.1,N,,ONT,,,,,50.9267438,-1.3703164,,,,,,,,,,,,
ONT_100060695317,ONT_100060695317,Default,,,254.0.0.1,N,,ONT,,,,,50.9269088,-1.3708975,,,,,,,,,,,,
ONT_100060695318,ONT_100060695318,Default,,,254.0.0.1,N,,ONT,,,,,50.9268158,-1.3703154,,,,,,,,,,,,
ONT_100060695319,ONT_100060695319,Default,,,254.0.0.1,N,,ONT,,,,,50.9274692,-1.3714306,,,,,,,,,,,,
ONT_100060695320,ONT_100060695320,Default,,,254.0.0.1,N,,ONT,,,,,50.9270561,-1.3715216,,,,,,,,,,,,
ONT_100060695321,ONT_100060695321,Default,,,254.0.0.1,N,,ONT,,,,,50.9269536,-1.3708684,,,,,,,,,,,,
ONT_100060695322,ONT_100060695322,Default,,,254.0.0.1,N,,ONT,,,,,50.9268967,-1.3703143,,,,,,,,,,,,
ONT_100060695323,ONT_100060695323,Default,,,254.0.0.1,N,,ONT,,,,,50.9270344,-1.3708389,,,,,,,,,,,,
ONT_100060695324,ONT_100060695324,Default,,,254.0.0.1,N,,ONT,,,,,50.9269688,-1.3703418,,,,,,,,,,,,
ONT_100060695325,ONT_100060695325,Default,,,254.0.0.1,N,,ONT,,,,,50.9271604,-1.3708514,,,,,,,,,,,,
ONT_100060695326,ONT_100060695326,Default,,,254.0.0.1,N,,ONT,,,,,50.9270319,-1.3703694,,,,,,,,,,,,
ONT_100060695327,ONT_100060695327,Default,,,254.0.0.1,N,,ONT,,,,,50.9272143,-1.3708507,,,,,,,,,,,,
ONT_100060695328,ONT_100060695328,Default,,,254.0.0.1,N,,ONT,,,,,50.9271218,-1.3703682,,,,,,,,,,,,
ONT_100060695329,ONT_100060695329,Default,,,254.0.0.1,N,,ONT,,,,,50.9273223,-1.3708635,,,,,,,,,,,,
ONT_100060695330,ONT_100060695330,Default,,,254.0.0.1,N,,ONT,,,,,50.9271848,-1.3703673,,,,,,,,,,,,
ONT_100060695331,ONT_100060695331,Default,,,254.0.0.1,N,,ONT,,,,,50.9273674,-1.3708913,,,,,,,,,,,,
