Node_Label,ID_,Location,Parent_Foreign_Id,Parent_Foreign_Source,IP_Management,MgmtType_,svc_Forced,cat_,Asset_category,Asset_region,Asset_serialNumber,Asset_assetNumber,Asset_latitude,Asset_longitude,Asset_thresholdCategory,Asset_notifyCategory,Asset_pollerCategory,Asset_displayCategory,Asset_managedObjectType,Asset_managedObjectInstance,Asset_circuitId,Asset_description,MetaData_requisition:serviceId,MetaData_requisition:serviceName,MetaData_requisition:customerId,MetaData_requisition:customerName,Asset_comment,Asset_building,Asset_floor,Asset_room,Asset_rack,Asset_rackunitheight,Asset_slot,Asset_port,Asset_region,Asset_division,Asset_department,Asset_address1,Asset_address2,Asset_city,Asset_state,Asset_zip,Asset_country,Asset_modelnumber,Asset_serialNumber,Asset_manufacturer,Asset_vendor,Asset_vendorphone,Asset_vendorfax,Asset_userlastmodified,Asset_lastmodifieddate,Asset_dateinstalled,Asset_lease,Asset_leaseexpires,Asset_supportphone,Asset_maintcontract,Asset_maintcontractexpires,Asset_username,Asset_password,Asset_enable,Asset_autoenable,Asset_connection,Asset_operatingsystem,Asset_cpu,Asset_ram,Asset_storagectrl,Asset_hdd1,Asset_hdd2,Asset_hdd3,Asset_hdd4,Asset_hdd5,Asset_hdd6,Asset_numpowersupplies,Asset_inputpower,Asset_additionalhardware,Asset_admin,Asset_snmpcommunity
ONT_10034869964,ONT_10034869964,Default,SO18BPK1_POLE_11_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92163100,'-1.37273300,,,,,,,,USPRN_10034869964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034869965,ONT_10034869965,Default,SO18BPK1_POLE_11_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92163100,'-1.37273300,,,,,,,,USPRN_10034869965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034869966,ONT_10034869966,Default,SO18BPK1_POLE_11_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92163100,'-1.37273300,,,,,,,,USPRN_10034869966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034869967,ONT_10034869967,Default,SO18BPK1_POLE_11_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92163100,'-1.37273300,,,,,,,,USPRN_10034869967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034869987,ONT_10034869987,Default,SO18BPK1_POLE_11_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92303160,'-1.37900280,,,,,,,,USPRN_10034869987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034869988,ONT_10034869988,Default,SO18BPK1_POLE_11_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92385950,'-1.37576200,,,,,,,,USPRN_10034869988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870126,ONT_10034870126,Default,SO18BPK1_POLE_11_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92409240,'-1.37894600,,,,,,,,USPRN_10034870126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870285,ONT_10034870285,Default,SO18BPK1_POLE_11_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93196770,'-1.37349020,,,,,,,,USPRN_10034870285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870286,ONT_10034870286,Default,SO18BPK1_POLE_11_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92428170,'-1.37544860,,,,,,,,USPRN_10034870286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870287,ONT_10034870287,Default,SO18BPK1_POLE_11_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92432420,'-1.37544890,,,,,,,,USPRN_10034870287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870310,ONT_10034870310,Default,SO18BPK1_POLE_11_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92597280,'-1.37409740,,,,,,,,USPRN_10034870310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870311,ONT_10034870311,Default,SO18BPK1_POLE_11_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92968390,'-1.37188450,,,,,,,,USPRN_10034870311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870516,ONT_10034870516,Default,SO18BPK1_POLE_11_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92440950,'-1.37437450,,,,,,,,USPRN_10034870516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870658,ONT_10034870658,Default,SO18BPK1_POLE_11_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92304060,'-1.37565920,,,,,,,,USPRN_10034870658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870659,ONT_10034870659,Default,SO18BPK1_POLE_11_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92125410,'-1.37781160,,,,,,,,USPRN_10034870659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870660,ONT_10034870660,Default,SO18BPK1_POLE_11_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92273490,'-1.37566330,,,,,,,,USPRN_10034870660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870661,ONT_10034870661,Default,SO18BPK1_POLE_11_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92273490,'-1.37566330,,,,,,,,USPRN_10034870661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870662,ONT_10034870662,Default,SO18BPK1_POLE_11_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92273490,'-1.37566330,,,,,,,,USPRN_10034870662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870663,ONT_10034870663,Default,SO18BPK1_POLE_11_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92273490,'-1.37566330,,,,,,,,USPRN_10034870663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870664,ONT_10034870664,Default,SO18BPK1_POLE_11_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92273490,'-1.37566330,,,,,,,,USPRN_10034870664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870852,ONT_10034870852,Default,SO18BPK1_POLE_11_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92577720,'-1.37283370,,,,,,,,USPRN_10034870852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870853,ONT_10034870853,Default,SO18BPK1_POLE_11_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92577720,'-1.37283370,,,,,,,,USPRN_10034870853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870854,ONT_10034870854,Default,SO18BPK1_POLE_11_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92806650,'-1.37211980,,,,,,,,USPRN_10034870854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870855,ONT_10034870855,Default,SO18BPK1_POLE_11_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92806650,'-1.37211980,,,,,,,,USPRN_10034870855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870953,ONT_10034870953,Default,SO18BPK1_POLE_11_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92298440,'-1.37358270,,,,,,,,USPRN_10034870953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034870954,ONT_10034870954,Default,SO18BPK1_POLE_11_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92298440,'-1.37358270,,,,,,,,USPRN_10034870954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871030,ONT_10034871030,Default,SO18BPK1_POLE_11_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92399470,'-1.36970990,,,,,,,,USPRN_10034871030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871104,ONT_10034871104,Default,SO18BPK1_POLE_11_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92751940,'-1.37909950,,,,,,,,USPRN_10034871104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871254,ONT_10034871254,Default,SO18BPK1_POLE_11_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92249860,'-1.37354650,,,,,,,,USPRN_10034871254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871255,ONT_10034871255,Default,SO18BPK1_POLE_11_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92249860,'-1.37354650,,,,,,,,USPRN_10034871255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871256,ONT_10034871256,Default,SO18BPK1_POLE_11_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92249860,'-1.37354650,,,,,,,,USPRN_10034871256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871257,ONT_10034871257,Default,SO18BPK1_POLE_12_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92249860,'-1.37354650,,,,,,,,USPRN_10034871257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871258,ONT_10034871258,Default,SO18BPK1_POLE_12_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92249860,'-1.37354650,,,,,,,,USPRN_10034871258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871274,ONT_10034871274,Default,SO18BPK1_POLE_12_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92117320,'-1.37120260,,,,,,,,USPRN_10034871274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871329,ONT_10034871329,Default,SO18BPK1_POLE_12_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92348440,'-1.37960860,,,,,,,,USPRN_10034871329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871330,ONT_10034871330,Default,SO18BPK1_POLE_12_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92360020,'-1.37939360,,,,,,,,USPRN_10034871330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871331,ONT_10034871331,Default,SO18BPK1_POLE_12_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92389780,'-1.37956040,,,,,,,,USPRN_10034871331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871362,ONT_10034871362,Default,SO18BPK1_POLE_12_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92491280,'-1.37598980,,,,,,,,USPRN_10034871362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871364,ONT_10034871364,Default,SO18BPK1_POLE_12_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92469730,'-1.37603530,,,,,,,,USPRN_10034871364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871546,ONT_10034871546,Default,SO18BPK1_POLE_12_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92700490,'-1.37537830,,,,,,,,USPRN_10034871546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871547,ONT_10034871547,Default,SO18BPK1_POLE_12_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92700490,'-1.37537830,,,,,,,,USPRN_10034871547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871548,ONT_10034871548,Default,SO18BPK1_POLE_12_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92700490,'-1.37537830,,,,,,,,USPRN_10034871548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871549,ONT_10034871549,Default,SO18BPK1_POLE_12_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92700490,'-1.37537830,,,,,,,,USPRN_10034871549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871625,ONT_10034871625,Default,SO18BPK1_POLE_12_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92449800,'-1.37576770,,,,,,,,USPRN_10034871625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871626,ONT_10034871626,Default,SO18BPK1_POLE_12_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92998480,'-1.37098400,,,,,,,,USPRN_10034871626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034871759,ONT_10034871759,Default,SO18BPK1_POLE_12_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92832350,'-1.37476300,,,,,,,,USPRN_10034871759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10034872072,ONT_10034872072,Default,SO18BPK1_POLE_12_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92411110,'-1.37612270,,,,,,,,USPRN_10034872072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090583438,ONT_10090583438,Default,SO18BPK1_POLE_12_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92315840,'-1.37749300,,,,,,,,USPRN_10090583438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090583530,ONT_10090583530,Default,SO18BPK1_POLE_12_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92444920,'-1.37673580,,,,,,,,USPRN_10090583530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090583890,ONT_10090583890,Default,SO18BPK1_POLE_12_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92924230,'-1.37504950,,,,,,,,USPRN_10090583890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090583895,ONT_10090583895,Default,SO18BPK1_POLE_12_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92423180,'-1.37978360,,,,,,,,USPRN_10090583895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090583937,ONT_10090583937,Default,SO18BPK1_POLE_12_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92236280,'-1.37670680,,,,,,,,USPRN_10090583937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090583946,ONT_10090583946,Default,SO18BPK1_POLE_12_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93232390,'-1.36950080,,,,,,,,USPRN_10090583946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090584009,ONT_10090584009,Default,SO18BPK1_POLE_12_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92179380,'-1.37458040,,,,,,,,USPRN_10090584009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090584190,ONT_10090584190,Default,SO18BPK1_POLE_12_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92685420,'-1.37915100,,,,,,,,USPRN_10090584190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090584285,ONT_10090584285,Default,SO18BPK1_POLE_12_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92581310,'-1.37281900,,,,,,,,USPRN_10090584285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090584307,ONT_10090584307,Default,SO18BPK1_POLE_12_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92597280,'-1.37409740,,,,,,,,USPRN_10090584307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090584427,ONT_10090584427,Default,SO18BPK1_POLE_12_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92597280,'-1.37409740,,,,,,,,USPRN_10090584427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090584504,ONT_10090584504,Default,SO18BPK1_POLE_12_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93387480,'-1.37362110,,,,,,,,USPRN_10090584504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090584762,ONT_10090584762,Default,SO18BPK1_POLE_12_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93231160,'-1.37055410,,,,,,,,USPRN_10090584762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090584833,ONT_10090584833,Default,SO18BPK1_POLE_12_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92350610,'-1.38029120,,,,,,,,USPRN_10090584833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090584993,ONT_10090584993,Default,SO18BPK1_POLE_12_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92679570,'-1.37159630,,,,,,,,USPRN_10090584993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090585028,ONT_10090585028,Default,SO18BPK1_POLE_12_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92459850,'-1.37272150,,,,,,,,USPRN_10090585028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090585145,ONT_10090585145,Default,SO18BPK1_POLE_13_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92168900,'-1.37685630,,,,,,,,USPRN_10090585145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090585157,ONT_10090585157,Default,SO18BPK1_POLE_13_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92153730,'-1.37705930,,,,,,,,USPRN_10090585157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090585190,ONT_10090585190,Default,SO18BPK1_POLE_13_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93256570,'-1.37042030,,,,,,,,USPRN_10090585190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090585345,ONT_10090585345,Default,SO18BPK1_POLE_13_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92156910,'-1.37461180,,,,,,,,USPRN_10090585345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090585449,ONT_10090585449,Default,SO18BPK1_POLE_13_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92898850,'-1.37133900,,,,,,,,USPRN_10090585449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090585453,ONT_10090585453,Default,SO18BPK1_POLE_13_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92571370,'-1.37105600,,,,,,,,USPRN_10090585453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090585483,ONT_10090585483,Default,SO18BPK1_POLE_13_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92965720,'-1.37026270,,,,,,,,USPRN_10090585483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090585656,ONT_10090585656,Default,SO18BPK1_POLE_13_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93164040,'-1.37617000,,,,,,,,USPRN_10090585656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090585760,ONT_10090585760,Default,SO18BPK1_POLE_13_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92126460,'-1.37754160,,,,,,,,USPRN_10090585760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090585761,ONT_10090585761,Default,SO18BPK1_POLE_13_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92132960,'-1.37741790,,,,,,,,USPRN_10090585761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090585762,ONT_10090585762,Default,SO18BPK1_POLE_13_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92201470,'-1.37664880,,,,,,,,USPRN_10090585762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090585932,ONT_10090585932,Default,SO18BPK1_POLE_13_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.93260920,'-1.37092190,,,,,,,,USPRN_10090585932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090585937,ONT_10090585937,Default,SO18BPK1_POLE_13_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92425930,'-1.37658150,,,,,,,,USPRN_10090585937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090585961,ONT_10090585961,Default,SO18BPK1_POLE_13_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92371430,'-1.37566550,,,,,,,,USPRN_10090585961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090585983,ONT_10090585983,Default,SO18BPK1_POLE_13_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92705910,'-1.37556300,,,,,,,,USPRN_10090585983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090586030,ONT_10090586030,Default,SO18BPK1_POLE_13_SPL16_0,temp2,,N,,ONT,,SOTN001,,,'50.92721040,'-1.37781730,,,,,,,,USPRN_10090586030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090586090,ONT_10090586090,Default,SO18BPK1_POLE_13_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92424260,'-1.37990290,,,,,,,,USPRN_10090586090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090586251,ONT_10090586251,Default,SO18BPK1_POLE_13_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92392270,'-1.37581810,,,,,,,,USPRN_10090586251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090586259,ONT_10090586259,Default,SO18BPK1_POLE_13_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92724320,'-1.37622890,,,,,,,,USPRN_10090586259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090586303,ONT_10090586303,Default,SO18BPK1_POLE_13_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92409690,'-1.37894830,,,,,,,,USPRN_10090586303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090586317,ONT_10090586317,Default,SO18BPK1_POLE_13_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92386080,'-1.37600390,,,,,,,,USPRN_10090586317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090586325,ONT_10090586325,Default,SO18BPK1_POLE_13_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92116300,'-1.37769030,,,,,,,,USPRN_10090586325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090586436,ONT_10090586436,Default,SO18BPK1_POLE_13_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.93084390,'-1.37373330,,,,,,,,USPRN_10090586436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090586707,ONT_10090586707,Default,SO18BPK1_POLE_13_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92317010,'-1.37997730,,,,,,,,USPRN_10090586707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONT_10090586718,ONT_10090586718,Default,SO18BPK1_POLE_13_SPL16_1,temp2,,N,,ONT,,SOTN001,,,'50.92471170,'-1.37942720,,,,,,,,USPRN_10090586718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
