Node_Label,ID_,Location,Parent_Foreign_Id,Parent_Foreign_Source,IP_Management,MgmtType_,svc_Forced,cat_,Asset_category,Asset_region,Asset_serialNumber,Asset_assetNumber,Asset_latitude,Asset_longitude,Asset_thresholdCategory,Asset_notifyCategory,Asset_pollerCategory,Asset_displayCategory,Asset_managedObjectType,Asset_managedObjectInstance,Asset_circuitId,Asset_description,MetaData_requisition:serviceId,MetaData_requisition:serviceName,MetaData_requisition:customerId,MetaData_requisition:customerName,Asset_comment,Asset_building,Asset_floor,Asset_room,Asset_rack,Asset_rackunitheight,Asset_slot,Asset_port,Asset_region,Asset_division,Asset_department,Asset_address1,Asset_address2,Asset_city,Asset_state,Asset_zip,Asset_country,Asset_modelnumber,Asset_manufacturer,Asset_vendor,Asset_vendorphone,Asset_vendorfax,Asset_userlastmodified,Asset_lastmodifieddate,Asset_dateinstalled,Asset_lease,Asset_leaseexpires,Asset_supportphone,Asset_maintcontract,Asset_maintcontractexpires,Asset_username,Asset_password,Asset_enable,Asset_autoenable,Asset_connection,Asset_operatingsystem,Asset_cpu,Asset_ram,Asset_storagectrl,Asset_hdd1,Asset_hdd2,Asset_hdd3,Asset_hdd4,Asset_hdd5,Asset_hdd6,Asset_numpowersupplies,Asset_inputpower,Asset_additionalhardware,Asset_admin,Asset_snmpcommunity
Edatel_MDE-RCK-EDT-001_MDE-SWT-EDT-004,6992c6ec-45ba-44fa-96be-1c5b87c1aa9e,Management_Network,,,192.168.100.7,P,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericNetworkElement/Switch,6992c6ec-45ba-44fa-96be-1c5b87c1aa9e,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camp_Hill_Rack1-SalisburyRadio_Minion-01,6c255aca-1a29-498b-83be-9921dfeed83a,campHill1,,,10.8.105.242,P,,,,,NOT_ASSIGNED,,51.102833,-1.8419034,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericApplicationElement/SmallComputer,6c255aca-1a29-498b-83be-9921dfeed83a,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowridge_Rack1-SouthamptonRadio_Minion-01,0c0d60d7-8f6c-4272-a446-fc8a39ae54b3,rowridge1,,,10.7.105.242,P,,,,,NOT_ASSIGNED,,50.676388,-1.368611,,,,ILR_Contactor_2,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericApplicationElement/SmallComputer,0c0d60d7-8f6c-4272-a446-fc8a39ae54b3,,,85199373-939c-4da5-b093-964f055e5e7a,Southampton_Radio,dba0d805-40a9-4bb1-86d5-63b3560d6e82,ILR_Contactor_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabwood_Farm_Rack1-WinchesterRadio_Minion-01,e9d9b1f2-76ad-4822-b962-8e67b0760c03,crabwoodFarm1,,,10.5.105.242,P,,,,,NOT_ASSIGNED,,51.0632,-1.3603,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericApplicationElement/SmallComputer,e9d9b1f2-76ad-4822-b962-8e67b0760c03,,,b6df696f-b289-4087-932e-59aca0c23b08,Winchester_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort_Widley_Rack1-PortsmouthRadio_Minion-01,b05db3dd-a735-4425-8cba-bfac76e0cbb7,ftwidley1,,,10.6.105.242,P,,,,,NOT_ASSIGNED,,50.854836,-1.067246,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericApplicationElement/SmallComputer,b05db3dd-a735-4425-8cba-bfac76e0cbb7,,,a6b7943d-fbe7-417b-a8ab-d508ab82dc06,Portsmouth_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House_01__ONT_NOKIA_01,6960d25c-c284-4c57-88a6-6569bd00e22c,Default,,,254.0.0.1,N,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/OpticalNetworkTerminal,6960d25c-c284-4c57-88a6-6569bd00e22c,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House_with_Single_ONT__Sample_ONT,ec5f0fbe-53c1-4695-9d9c-6ffd3be125b6,Default,,,254.0.0.1,N,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/OpticalNetworkTerminal,ec5f0fbe-53c1-4695-9d9c-6ffd3be125b6,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camp_Hill_Rack1-SalisburyRadio_TX1000-V3,f62f7c82-c9c8-4f53-894e-4f4306d7c4a0,campHill1,,,10.8.105.98,P,,,,,NOT_ASSIGNED,,51.102833,-1.8419034,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericBroadcastElement/GenericBroadcastTransmitter/FMTransmitter,f62f7c82-c9c8-4f53-894e-4f4306d7c4a0,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowridge_Rack1-SouthamptonRadio_TX1000-V3,b070da1a-2ada-437b-ae7c-6a4656625c3b,rowridge1,,,10.7.105.98,P,,,,,NOT_ASSIGNED,,50.676388,-1.368611,,,,ILR_Contactor_2,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericBroadcastElement/GenericBroadcastTransmitter/FMTransmitter,b070da1a-2ada-437b-ae7c-6a4656625c3b,,,85199373-939c-4da5-b093-964f055e5e7a,Southampton_Radio,dba0d805-40a9-4bb1-86d5-63b3560d6e82,ILR_Contactor_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabwood_Farm_Rack1-WinchesterRadio_TX1000-V3,6f243c6e-60ee-4e88-b640-98897595f263,crabwoodFarm1,,,10.5.105.98,P,,,,,NOT_ASSIGNED,,51.0632,-1.3603,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericBroadcastElement/GenericBroadcastTransmitter/FMTransmitter,6f243c6e-60ee-4e88-b640-98897595f263,,,b6df696f-b289-4087-932e-59aca0c23b08,Winchester_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort_Widley_Rack1-PortsmouthRadio_TX1000-V3,b68fa53a-eff3-4191-b7ae-123998dd5233,ftwidley1,,,10.6.105.98,P,,,,,NOT_ASSIGNED,,50.854836,-1.067246,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericBroadcastElement/GenericBroadcastTransmitter/FMTransmitter,b68fa53a-eff3-4191-b7ae-123998dd5233,,,a6b7943d-fbe7-417b-a8ab-d508ab82dc06,Portsmouth_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camp_Hill_Rack1-SalisburyRadio_Vigor2860_SEC,7dfec1b3-20e8-4581-b118-048342b8133e,campHill1,,,10.8.105.2,P,,,vigor2927-1,,NOT_ASSIGNED,,51.102833,-1.8419034,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericNetworkElement/CPERouter,7dfec1b3-20e8-4581-b118-048342b8133e,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowridge_Rack1-SouthamptonRadio_Vigor2860_SEC,ec47a21f-6cff-4389-b1b4-53256be0887b,rowridge1,,,10.7.105.2,P,,,vigor2927-1,,NOT_ASSIGNED,,50.676388,-1.368611,,,,ILR_Contactor_2,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericNetworkElement/CPERouter,ec47a21f-6cff-4389-b1b4-53256be0887b,,,85199373-939c-4da5-b093-964f055e5e7a,Southampton_Radio,dba0d805-40a9-4bb1-86d5-63b3560d6e82,ILR_Contactor_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabwood_Farm_Rack1-WinchesterRadio_Vigor2860_SEC,a49c86df-ff26-4730-97a5-2634e9d84016,crabwoodFarm1,,,10.5.105.2,P,,,vigor2927-1,,NOT_ASSIGNED,,51.0632,-1.3603,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericNetworkElement/CPERouter,a49c86df-ff26-4730-97a5-2634e9d84016,,,b6df696f-b289-4087-932e-59aca0c23b08,Winchester_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort_Widley_Rack1-PortsmouthRadio_Vigor2860_SEC,84f42810-87b9-40c4-894f-cb983a5ae687,ftwidley1,,,10.6.105.2,P,,,vigor2927-1,,NOT_ASSIGNED,,50.854836,-1.067246,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericNetworkElement/CPERouter,84f42810-87b9-40c4-894f-cb983a5ae687,,,a6b7943d-fbe7-417b-a8ab-d508ab82dc06,Portsmouth_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camp_Hill_Rack1-SalisburyRadio_Vigor2860_VIRT,46a32ca7-20c7-4a47-849b-7db4bd99080f,campHill1,,,10.8.105.254,P,,,vigor2927-1,,NOT_ASSIGNED,,51.102833,-1.8419034,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericNetworkElement/CPERouter,46a32ca7-20c7-4a47-849b-7db4bd99080f,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowridge_Rack1-SouthamptonRadio_Vigor2860_VIRT,b9608a99-f07b-4d8d-a2b0-2c2343a4079f,rowridge1,,,10.7.105.254,P,,,vigor2927-1,,NOT_ASSIGNED,,50.676388,-1.368611,,,,ILR_Contactor_2,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericNetworkElement/CPERouter,b9608a99-f07b-4d8d-a2b0-2c2343a4079f,,,85199373-939c-4da5-b093-964f055e5e7a,Southampton_Radio,dba0d805-40a9-4bb1-86d5-63b3560d6e82,ILR_Contactor_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabwood_Farm_Rack1-WinchesterRadio_Vigor2860_VIRT,fdc9c155-d132-4fad-9afc-bab22d3a4242,crabwoodFarm1,,,10.5.105.254,P,,,vigor2927-1,,NOT_ASSIGNED,,51.0632,-1.3603,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericNetworkElement/CPERouter,fdc9c155-d132-4fad-9afc-bab22d3a4242,,,b6df696f-b289-4087-932e-59aca0c23b08,Winchester_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort_Widley_Rack1-PortsmouthRadio_Vigor2860_VIRT,30df2b02-f69d-47a7-960a-785385da424a,ftwidley1,,,10.6.105.254,P,,,vigor2927-1,,NOT_ASSIGNED,,50.854836,-1.067246,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericNetworkElement/CPERouter,30df2b02-f69d-47a7-960a-785385da424a,,,a6b7943d-fbe7-417b-a8ab-d508ab82dc06,Portsmouth_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camp_Hill_Rack1-SalisburyRadio_Vigor2927_PRI,61bb7823-da25-4bd6-b696-783b113a9cdd,campHill1,,,10.8.105.10,P,,,vigor2927-1,,NOT_ASSIGNED,,51.102833,-1.8419034,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericNetworkElement/CPERouter,61bb7823-da25-4bd6-b696-783b113a9cdd,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowridge_Rack1-SouthamptonRadio_Vigor2927_PRI,27942848-33e3-42bf-8f7a-7f231c0a1a0b,rowridge1,,,10.7.105.10,P,,,vigor2927-1,,NOT_ASSIGNED,,50.676388,-1.368611,,,,ILR_Contactor_2,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericNetworkElement/CPERouter,27942848-33e3-42bf-8f7a-7f231c0a1a0b,,,85199373-939c-4da5-b093-964f055e5e7a,Southampton_Radio,dba0d805-40a9-4bb1-86d5-63b3560d6e82,ILR_Contactor_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabwood_Farm_Rack1-WinchesterRadio_Vigor2927_PRI,5cf6dbf9-7d90-4578-a675-9227f17ffc89,crabwoodFarm1,,,10.5.105.10,P,,,vigor2927-1,,NOT_ASSIGNED,,51.0632,-1.3603,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericNetworkElement/CPERouter,5cf6dbf9-7d90-4578-a675-9227f17ffc89,,,b6df696f-b289-4087-932e-59aca0c23b08,Winchester_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort_Widley_Rack1-PortsmouthRadio_Vigor2927_PRI,681652dc-881c-478c-8f1a-12919dccc560,ftwidley1,,,10.6.105.10,P,,,vigor2927-1,,NOT_ASSIGNED,,50.854836,-1.067246,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericNetworkElement/CPERouter,681652dc-881c-478c-8f1a-12919dccc560,,,a6b7943d-fbe7-417b-a8ab-d508ab82dc06,Portsmouth_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camp_Hill_Rack1-SalisburyRadio_Win7_Rack_PC,2cdebd22-e3f7-427f-8ecf-c8c7c9cf0f0d,campHill1,,,10.8.105.200,P,,,,,NOT_ASSIGNED,,51.102833,-1.8419034,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericApplicationElement/Server,2cdebd22-e3f7-427f-8ecf-c8c7c9cf0f0d,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowridge_Rack1-SouthamptonRadio_Win7_Rack_PC,2454faca-e385-4cce-81b3-6b9219553e74,rowridge1,,,10.7.105.200,P,,,,,NOT_ASSIGNED,,50.676388,-1.368611,,,,ILR_Contactor_2,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericApplicationElement/Server,2454faca-e385-4cce-81b3-6b9219553e74,,,85199373-939c-4da5-b093-964f055e5e7a,Southampton_Radio,dba0d805-40a9-4bb1-86d5-63b3560d6e82,ILR_Contactor_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabwood_Farm_Rack1-WinchesterRadio_Win7_Rack_PC,a6efd871-c7e4-4b99-acc5-147357a893d4,crabwoodFarm1,,,10.5.105.200,P,,,,,NOT_ASSIGNED,,51.0632,-1.3603,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericApplicationElement/Server,a6efd871-c7e4-4b99-acc5-147357a893d4,,,b6df696f-b289-4087-932e-59aca0c23b08,Winchester_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort_Widley_Rack1-PortsmouthRadio_Win7_Rack_PC,d0acda17-0b3c-4792-bae7-39a2c7da3731,ftwidley1,,,10.6.105.200,P,,,,,NOT_ASSIGNED,,50.854836,-1.067246,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericApplicationElement/Server,d0acda17-0b3c-4792-bae7-39a2c7da3731,,,a6b7943d-fbe7-417b-a8ab-d508ab82dc06,Portsmouth_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camp_Hill_Rack1-SalisburyRadio_cardinal_iMDU,51fdb617-0881-4ae4-ab27-1d128590b51f,campHill1,,,10.8.105.250,P,,,,,NOT_ASSIGNED,,51.102833,-1.8419034,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/GenericPowerElement/MDU,51fdb617-0881-4ae4-ab27-1d128590b51f,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowridge_Rack1-SouthamptonRadio_cardinal_iMDU,de1f41de-35f2-45c5-8966-71afae74c5a9,rowridge1,,,10.7.105.250,P,,,,,NOT_ASSIGNED,,50.676388,-1.368611,,,,ILR_Contactor_2,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/GenericPowerElement/MDU,de1f41de-35f2-45c5-8966-71afae74c5a9,,,85199373-939c-4da5-b093-964f055e5e7a,Southampton_Radio,dba0d805-40a9-4bb1-86d5-63b3560d6e82,ILR_Contactor_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabwood_Farm_Rack1-WinchesterRadio_cardinal_iMDU,ba5af0ac-fc1c-41a6-96ed-45f58238dce5,crabwoodFarm1,,,10.5.105.250,P,,,,,NOT_ASSIGNED,,51.0632,-1.3603,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/GenericPowerElement/MDU,ba5af0ac-fc1c-41a6-96ed-45f58238dce5,,,b6df696f-b289-4087-932e-59aca0c23b08,Winchester_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort_Widley_Rack1-PortsmouthRadio_cardinal_iMDU,a67ac9ad-eb84-4e85-8734-a70e52924126,ftwidley1,,,10.6.105.250,P,,,,,NOT_ASSIGNED,,50.854836,-1.067246,,,,ILR_Contractor_1,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/GenericPowerElement/MDU,a67ac9ad-eb84-4e85-8734-a70e52924126,,,a6b7943d-fbe7-417b-a8ab-d508ab82dc06,Portsmouth_Radio,b7d8c0be-3a99-4bd9-8287-6e4d98d0530b,ILR_Contractor_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ont-601,8ca41f55-b83a-4d77-adac-3f7c8e6d6b6b,Default,,,254.0.0.1,N,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/OpticalNetworkTerminal,8ca41f55-b83a-4d77-adac-3f7c8e6d6b6b,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ont-602,119a090a-93b9-4c7a-8cba-c77320172f1a,Default,,,254.0.0.1,N,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/OpticalNetworkTerminal,119a090a-93b9-4c7a-8cba-c77320172f1a,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ont-603,f949547d-e8af-4909-b886-bec3f2d1ed2c,Default,,,254.0.0.1,N,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/OpticalNetworkTerminal,f949547d-e8af-4909-b886-bec3f2d1ed2c,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ont-604,36aa1faa-05b3-474c-a79d-b94a32c4477c,Default,,,254.0.0.1,N,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/OpticalNetworkTerminal,36aa1faa-05b3-474c-a79d-b94a32c4477c,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ont-605,cec6e1e5-e772-4286-adcc-f5f9f7033e06,Default,,,254.0.0.1,N,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/OpticalNetworkTerminal,cec6e1e5-e772-4286-adcc-f5f9f7033e06,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ont-606,0e9003b7-da31-4773-9ae7-e6662ececdb7,Default,,,254.0.0.1,N,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/OpticalNetworkTerminal,0e9003b7-da31-4773-9ae7-e6662ececdb7,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ont-607,05e7317a-1086-4f40-8112-6d5d342fa26c,Default,,,254.0.0.1,N,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/OpticalNetworkTerminal,05e7317a-1086-4f40-8112-6d5d342fa26c,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ont-b044,28655b99-d46e-4724-8502-b690baacdf74,Default,,,254.0.0.1,N,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/OpticalNetworkTerminal,28655b99-d46e-4724-8502-b690baacdf74,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ont-b045,5aa9c54a-3474-4569-81a5-f2b717259fe2,Default,,,254.0.0.1,N,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/OpticalNetworkTerminal,5aa9c54a-3474-4569-81a5-f2b717259fe2,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ont-b046,4da43772-c636-4bfa-afac-4e599bfd56ba,Default,,,254.0.0.1,N,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/OpticalNetworkTerminal,4da43772-c636-4bfa-afac-4e599bfd56ba,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ont-b047,61f0397c-3794-45fd-9b88-7d8be994e9ae,Default,,,254.0.0.1,N,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/OpticalNetworkTerminal,61f0397c-3794-45fd-9b88-7d8be994e9ae,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ont-b048,34fdb9c3-0c82-48d7-8c2b-eeb0cd184b40,Default,,,254.0.0.1,N,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/OpticalNetworkTerminal,34fdb9c3-0c82-48d7-8c2b-eeb0cd184b40,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ont-b049,2bdac5c1-3f61-41ad-b165-780560c93174,Default,,,254.0.0.1,N,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/OpticalNetworkTerminal,2bdac5c1-3f61-41ad-b165-780560c93174,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ont-b050,da441bde-b6d9-4d28-acf8-0531eb43fdf5,Default,,,254.0.0.1,N,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/OpticalNetworkTerminal,da441bde-b6d9-4d28-acf8-0531eb43fdf5,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__ont-b051,268f7885-b52e-4157-b9ca-340cedf14663,Default,,,254.0.0.1,N,,,,,NOT_ASSIGNED,,,,,,,,InventoryObject/ViewableObject/ConfigurationItem/GenericCommunicationsElement/GenericPhysicalElement/OpticalNetworkTerminal,268f7885-b52e-4157-b9ca-340cedf14663,,,,NOT_ASSIGNED,,NOT_ASSIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
